#bin	name	chrom	strand	txStart	txEnd	cdsStart	cdsEnd	exonCount	exonStarts	exonEnds	score	name2	cdsStartStat	cdsEndStat	exonFrames
143	NM_016328.3	chr7	+	73868235	74016931	73922410	74016760	27	73868235,73922404,73927159,73929770,73932468,73933738,73935537,73938400,73944063,73949442,73950496,73952465,73953009,73954208,73959084,73960073,73961432,73969503,73969722,73971968,73973190,73973956,74004179,74005153,74009340,74015370,74016691,	73868506,73922533,73927301,73929926,73932652,73934049,73935627,73938484,73944247,73949468,73950605,73952503,73953090,73954298,73959132,73960139,73961616,73969553,73969824,73972052,73973374,73973985,74004257,74005346,74009378,74015507,74016931,	0	GTF2IRD1	cmpl	cmpl	-1,0,0,1,1,2,1,1,1,2,1,2,1,1,1,1,1,2,1,1,1,2,1,1,2,1,0,
143	NM_001199207.2	chr7	+	73868235	74016931	73922410	74016760	27	73868235,73922404,73927159,73929674,73932468,73933738,73935537,73938400,73944063,73949442,73950496,73952465,73953009,73954208,73959084,73960073,73961432,73969503,73969767,73971968,73973190,73973956,74004179,74005153,74009340,74015370,74016691,	73868506,73922533,73927301,73929926,73932652,73934049,73935627,73938484,73944247,73949468,73950605,73952503,73953090,73954298,73959132,73960139,73961616,73969553,73969824,73972052,73973374,73973985,74004257,74005346,74009378,74015507,74016931,	0	GTF2IRD1	cmpl	cmpl	-1,0,0,1,1,2,1,1,1,2,1,2,1,1,1,1,1,2,1,1,1,2,1,1,2,1,0,
1149	NR_162116.1	chr7	+	74010294	74010353	74010353	74010353	1	74010294,	74010353,	0	MIR10525	none	none	-1,
1150	NM_001280800.2	chr7	+	74072043	74131386	74103462	74131275	10	74072043,74103457,74105304,74113290,74114576,74114935,74119495,74120720,74125362,74131213,	74072394,74103561,74105443,74113425,74114760,74114964,74119550,74120764,74125440,74131386,	0	GTF2I	cmpl	cmpl	-1,0,0,1,1,2,1,2,1,1,
1150	NM_001518.5	chr7	+	74072043	74175022	74103462	74173168	33	74072043,74103457,74105304,74113290,74114576,74114935,74119495,74120720,74125362,74131213,74143123,74144566,74146819,74148264,74149802,74150841,74152386,74157787,74159096,74160221,74160675,74162351,74163361,74163604,74165692,74166421,74167425,74168177,74169840,74171151,74172291,74173109,74173877,	74072394,74103561,74105443,74113425,74114760,74114964,74119550,74120764,74125440,74131270,74143234,74144632,74147003,74148323,74149874,74151025,74152445,74157859,74159280,74160280,74160750,74162453,74163427,74163788,74165748,74166502,74167509,74168361,74169869,74171193,74172333,74173185,74175022,	0	GTF2I	cmpl	cmpl	-1,0,0,1,1,2,1,2,1,1,1,1,1,2,1,1,2,1,1,2,1,1,1,1,2,1,1,1,2,1,1,1,-1,
1150	NM_033000.4	chr7	+	74072043	74175022	74103462	74173168	34	74072043,74103457,74105304,74113290,74114576,74114935,74119495,74120720,74125362,74131213,74133197,74143123,74144566,74146819,74148264,74149802,74150841,74152386,74157787,74159096,74160221,74160675,74162351,74163361,74163604,74165692,74166421,74167425,74168177,74169840,74171151,74172291,74173109,74173877,	74072394,74103561,74105443,74113425,74114760,74114964,74119550,74120764,74125440,74131270,74133260,74143234,74144632,74147003,74148323,74149874,74151025,74152445,74157859,74159280,74160280,74160750,74162453,74163427,74163788,74165748,74166502,74167509,74168361,74169869,74171193,74172333,74173185,74175022,	0	GTF2I	cmpl	cmpl	-1,0,0,1,1,2,1,2,1,1,1,1,1,1,2,1,1,2,1,1,2,1,1,1,1,2,1,1,1,2,1,1,1,-1,
1150	NM_001163636.3	chr7	+	74072043	74175022	74103462	74173168	34	74072043,74103457,74105304,74113290,74114576,74114935,74119495,74120720,74125362,74129179,74131213,74143123,74144566,74146819,74148264,74149802,74150841,74152386,74157787,74159096,74160221,74160675,74162351,74163361,74163604,74165692,74166421,74167425,74168177,74169840,74171151,74172291,74173109,74173877,	74072394,74103561,74105443,74113425,74114760,74114964,74119550,74120764,74125440,74129236,74131270,74143234,74144632,74147003,74148323,74149874,74151025,74152445,74157859,74159280,74160280,74160750,74162453,74163427,74163788,74165748,74166502,74167509,74168361,74169869,74171193,74172333,74173185,74175022,	0	GTF2I	cmpl	cmpl	-1,0,0,1,1,2,1,2,1,1,1,1,1,1,2,1,1,2,1,1,2,1,1,1,1,2,1,1,1,2,1,1,1,-1,
1150	NM_033001.4	chr7	+	74072043	74175022	74103462	74173168	34	74072043,74103457,74105304,74113290,74114576,74114935,74119495,74120720,74125362,74129176,74131213,74143123,74144566,74146819,74148264,74149802,74150841,74152386,74157787,74159096,74160221,74160675,74162351,74163361,74163604,74165692,74166421,74167425,74168177,74169840,74171151,74172291,74173109,74173877,	74072394,74103561,74105443,74113425,74114760,74114964,74119550,74120764,74125440,74129236,74131270,74143234,74144632,74147003,74148323,74149874,74151025,74152445,74157859,74159280,74160280,74160750,74162453,74163427,74163788,74165748,74166502,74167509,74168361,74169869,74171193,74172333,74173185,74175022,	0	GTF2I	cmpl	cmpl	-1,0,0,1,1,2,1,2,1,1,1,1,1,1,2,1,1,2,1,1,2,1,1,1,1,2,1,1,1,2,1,1,1,-1,
1150	NM_032999.4	chr7	+	74072043	74175022	74103462	74173168	35	74072043,74103457,74105304,74113290,74114576,74114935,74119495,74120720,74125362,74129176,74131213,74133197,74143123,74144566,74146819,74148264,74149802,74150841,74152386,74157787,74159096,74160221,74160675,74162351,74163361,74163604,74165692,74166421,74167425,74168177,74169840,74171151,74172291,74173109,74173877,	74072394,74103561,74105443,74113425,74114760,74114964,74119550,74120764,74125440,74129236,74131270,74133260,74143234,74144632,74147003,74148323,74149874,74151025,74152445,74157859,74159280,74160280,74160750,74162453,74163427,74163788,74165748,74166502,74167509,74168361,74169869,74171193,74172333,74173185,74175022,	0	GTF2I	cmpl	cmpl	-1,0,0,1,1,2,1,2,1,1,1,1,1,1,1,2,1,1,2,1,1,2,1,1,1,1,2,1,1,1,2,1,1,1,-1,
1150	NR_110044.1	chr7	-	74103270	74143256	74143256	74143256	4	74103270,74114539,74141739,74143042,	74103605,74114710,74141860,74143256,	0	GTF2I-AS1	none	none	-1,-1,-1,-1,
1151	NM_000265.7	chr7	+	74188357	74203659	74188378	74203504	11	74188357,74191612,74193427,74193602,74195125,74197281,74197867,74199527,74202327,74202902,74203382,	74188450,74191693,74193503,74193768,74195181,74197404,74197975,74199645,74202432,74203048,74203659,	0	NCF1	cmpl	cmpl	0,0,0,1,2,1,1,1,2,2,1,
1151	NM_001388085.1	chr7	-	74210489	74235167	74211000	74234614	10	74210489,74216310,74217638,74219117,74221274,74223444,74225429,74227271,74234083,74234498,	74212604,74216354,74217822,74219201,74221352,74223510,74225486,74227349,74234127,74235167,	0	GTF2IRD2	cmpl	cmpl	1,2,1,1,1,1,1,1,2,0,
1151	NM_001388460.1	chr7	-	74210489	74235167	74212468	74234614	9	74210489,74217638,74219117,74221274,74223444,74225429,74227271,74234083,74234498,	74212604,74217822,74219201,74221352,74223510,74225486,74227349,74234127,74235167,	0	GTF2IRD2	cmpl	cmpl	2,1,1,1,1,1,1,2,0,
1151	NM_001388086.1	chr7	-	74210489	74235167	74211000	74234614	9	74210489,74216325,74217638,74219117,74221274,74225429,74227271,74234083,74234498,	74212604,74216354,74217822,74219201,74221352,74225486,74227349,74234127,74235167,	0	GTF2IRD2	cmpl	cmpl	1,2,1,1,1,1,1,2,0,
1151	NM_001388461.1	chr7	-	74210489	74235167	74212468	74234614	8	74210489,74217638,74219117,74221274,74223444,74225429,74234083,74234498,	74212604,74217822,74219201,74221352,74223510,74225486,74234127,74235167,	0	GTF2IRD2	cmpl	cmpl	2,1,1,1,1,1,2,0,
1151	NM_001368300.2	chr7	-	74210489	74267901	74211000	74265912	17	74210489,74216325,74217638,74219117,74221274,74223444,74225429,74227271,74234083,74234498,74236954,74237151,74239461,74247927,74251401,74265431,74267662,	74212604,74216354,74217822,74219201,74221352,74223510,74225486,74227349,74234127,74234553,74236983,74237335,74239581,74248066,74251505,74266610,74267901,	0	GTF2IRD2	cmpl	cmpl	1,2,1,1,1,1,1,1,2,1,2,1,1,0,1,0,-1,
1151	NM_001388079.1	chr7	-	74210489	74267901	74211000	74251500	16	74210489,74216310,74217638,74219117,74221274,74223444,74225429,74227271,74234083,74234498,74236954,74237151,74239461,74247927,74251401,74267662,	74212604,74216354,74217822,74219201,74221352,74223510,74225486,74227349,74234127,74234553,74236983,74237335,74239581,74248066,74251505,74267901,	0	GTF2IRD2	cmpl	cmpl	1,2,1,1,1,1,1,1,2,1,2,1,1,0,0,-1,
1151	NM_173537.5	chr7	-	74210489	74267901	74211000	74251500	16	74210489,74216325,74217638,74219117,74221274,74223444,74225429,74227271,74234083,74234498,74236954,74237151,74239461,74247927,74251401,74267662,	74212604,74216354,74217822,74219201,74221352,74223510,74225486,74227349,74234127,74234553,74236983,74237335,74239581,74248066,74251505,74267901,	0	GTF2IRD2	cmpl	cmpl	1,2,1,1,1,1,1,1,2,1,2,1,1,0,0,-1,
1151	NM_001388088.1	chr7	-	74210489	74267901	74212468	74251500	15	74210489,74217638,74219117,74221274,74223444,74225429,74227271,74234083,74234498,74236954,74237151,74239461,74247927,74251401,74267662,	74212604,74217822,74219201,74221352,74223510,74225486,74227349,74234127,74234553,74236983,74237335,74239581,74248066,74251505,74267901,	0	GTF2IRD2	cmpl	cmpl	2,1,1,1,1,1,1,2,1,2,1,1,0,0,-1,
1151	NM_001388089.1	chr7	-	74210489	74267901	74212586	74251500	15	74210489,74216325,74219117,74221274,74223444,74225429,74227271,74234083,74234498,74236954,74237151,74239461,74247927,74251401,74267662,	74212604,74216354,74219201,74221352,74223510,74225486,74227349,74234127,74234553,74236983,74237335,74239581,74248066,74251505,74267901,	0	GTF2IRD2	cmpl	cmpl	0,1,1,1,1,1,1,2,1,2,1,1,0,0,-1,
1151	NM_001388084.1	chr7	-	74210489	74267901	74211000	74251500	14	74210489,74219117,74221274,74223444,74225429,74227271,74234083,74234498,74236954,74237151,74239461,74247927,74251401,74267662,	74212604,74219201,74221352,74223510,74225486,74227349,74234127,74234553,74236983,74237335,74239581,74248066,74251505,74267901,	0	GTF2IRD2	cmpl	cmpl	1,1,1,1,1,1,2,1,2,1,1,0,0,-1,
1151	NM_001388087.1	chr7	-	74210489	74267901	74211000	74251500	15	74210489,74216310,74217638,74219117,74221274,74225429,74227271,74234083,74234498,74236954,74237151,74239461,74247927,74251401,74267662,	74212604,74216354,74217822,74219201,74221352,74225486,74227349,74234127,74234553,74236983,74237335,74239581,74248066,74251505,74267901,	0	GTF2IRD2	cmpl	cmpl	1,2,1,1,1,1,1,2,1,2,1,1,0,0,-1,
1151	NM_001388080.1	chr7	-	74210489	74267901	74211000	74251500	15	74210489,74216325,74217638,74219117,74221274,74225429,74227271,74234083,74234498,74236954,74237151,74239461,74247927,74251401,74267662,	74212604,74216354,74217822,74219201,74221352,74225486,74227349,74234127,74234553,74236983,74237335,74239581,74248066,74251505,74267901,	0	GTF2IRD2	cmpl	cmpl	1,2,1,1,1,1,1,2,1,2,1,1,0,0,-1,
1151	NM_001388081.1	chr7	-	74210489	74267901	74211000	74251500	15	74210489,74216325,74217638,74219117,74221274,74223444,74225429,74234083,74234498,74236954,74237151,74239461,74247927,74251401,74267662,	74212604,74216354,74217822,74219201,74221352,74223510,74225486,74234127,74234553,74236983,74237335,74239581,74248066,74251505,74267901,	0	GTF2IRD2	cmpl	cmpl	1,2,1,1,1,1,1,2,1,2,1,1,0,0,-1,
1151	NM_001388082.1	chr7	-	74210489	74267901	74211000	74251500	14	74210489,74216325,74217638,74219117,74221274,74223444,74234083,74234498,74236954,74237151,74239461,74247927,74251401,74267662,	74212604,74216354,74217822,74219201,74221352,74223510,74234127,74234553,74236983,74237335,74239581,74248066,74251505,74267901,	0	GTF2IRD2	cmpl	cmpl	1,2,1,1,1,1,2,1,2,1,1,0,0,-1,
1151	NM_001388083.1	chr7	-	74210489	74267901	74211000	74251500	14	74210489,74216325,74217638,74219117,74221274,74223444,74225429,74227271,74234083,74234498,74239461,74247927,74251401,74267662,	74212604,74216354,74217822,74219201,74221352,74223510,74225486,74227349,74234127,74234553,74239581,74248066,74251505,74267901,	0	GTF2IRD2	cmpl	cmpl	1,2,1,1,1,1,1,1,2,1,1,0,0,-1,
1151	NR_170887.1	chr7	-	74210489	74235167	74235167	74235167	10	74210489,74216325,74217638,74219117,74221274,74223444,74225429,74227271,74234083,74234498,	74212604,74216354,74217822,74219201,74221352,74223526,74225486,74227349,74234127,74235167,	0	GTF2IRD2	none	none	-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
1151	NR_170888.1	chr7	-	74210489	74235167	74235167	74235167	9	74210489,74217638,74219117,74221274,74223444,74225429,74227271,74234083,74234498,	74212604,74217822,74219201,74221352,74223526,74225486,74227349,74234127,74235167,	0	GTF2IRD2	none	none	-1,-1,-1,-1,-1,-1,-1,-1,-1,
1151	NR_170885.1	chr7	-	74210489	74267901	74267901	74267901	17	74210489,74216325,74217638,74219117,74221274,74223444,74225429,74227271,74234083,74234498,74236954,74237151,74239461,74247927,74251401,74265431,74267662,	74212604,74216354,74217822,74219201,74221352,74223526,74225486,74227349,74234127,74234553,74237054,74237335,74239581,74248066,74251505,74266610,74267901,	0	GTF2IRD2	none	none	-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
1151	NR_170881.1	chr7	-	74210489	74267901	74267901	74267901	16	74210489,74216325,74217638,74219117,74221274,74223444,74225429,74227271,74234083,74234498,74236954,74237151,74239461,74247927,74251401,74267662,	74212604,74216354,74217822,74219201,74221352,74223510,74225486,74227349,74234127,74234553,74237054,74237335,74239581,74248066,74251505,74267901,	0	GTF2IRD2	none	none	-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
1151	NR_170882.1	chr7	-	74210489	74267901	74267901	74267901	15	74210489,74216310,74217638,74219117,74221274,74223444,74225429,74227271,74234083,74234498,74237151,74239461,74247927,74251401,74267662,	74212604,74216354,74217822,74219201,74221352,74223526,74225486,74227349,74234127,74234553,74237335,74239581,74248066,74251505,74267901,	0	GTF2IRD2	none	none	-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
1151	NR_170886.1	chr7	-	74210489	74267901	74267901	74267901	15	74210489,74216325,74217638,74219117,74221274,74223444,74225429,74227271,74234083,74234498,74237151,74239461,74247927,74251401,74267662,	74212604,74216354,74217822,74219201,74221352,74223510,74225486,74227349,74234127,74234553,74237335,74239581,74248066,74251505,74267901,	0	GTF2IRD2	none	none	-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
1151	NR_170883.1	chr7	-	74210489	74267901	74267901	74267901	14	74210489,74216325,74217638,74219117,74223444,74225429,74227271,74234083,74234498,74237151,74239461,74247927,74251401,74267662,	74212604,74216354,74217822,74219201,74223510,74225486,74227349,74234127,74234553,74237335,74239581,74248066,74251505,74267901,	0	GTF2IRD2	none	none	-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
1151	NR_170884.1	chr7	-	74210489	74267901	74267901	74267901	14	74210489,74216325,74217638,74219117,74221274,74223444,74225429,74234083,74234498,74237151,74239461,74247927,74251401,74267662,	74212604,74216354,74217822,74219201,74221352,74223510,74225486,74234127,74234553,74237335,74239581,74248066,74251505,74267901,	0	GTF2IRD2	none	none	-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
1151	NM_001281447.3	chr7	-	74247680	74267901	74247838	74251500	3	74247680,74251401,74267662,	74248066,74251505,74267901,	0	GTF2IRD2	cmpl	cmpl	0,0,-1,
1151	NR_040584.2	chr7	-	74298091	74306731	74306731	74306731	8	74298091,74299454,74299833,74300249,74300539,74303803,74304432,74306508,	74299147,74299569,74299941,74300329,74300638,74303920,74304518,74306731,	0	STAG3L2	none	none	-1,-1,-1,-1,-1,-1,-1,-1,
143	NR_027776.2	chr7	+	74306886	74322330	74322330	74322330	6	74306886,74310232,74312262,74313767,74317003,74321682,	74306965,74310372,74312349,74313951,74317092,74322330,	0	PMS2P5	none	none	-1,-1,-1,-1,-1,-1,
143	NR_027775.2	chr7	+	74306886	74322330	74322330	74322330	7	74306886,74310232,74312262,74312525,74313767,74317003,74321682,	74306965,74310372,74312349,74312628,74313951,74317092,74322330,	0	PMS2P5	none	none	-1,-1,-1,-1,-1,-1,-1,
143	NR_027777.2	chr7	+	74306886	74336166	74336166	74336166	4	74306886,74310232,74313767,74335466,	74306965,74310372,74313951,74336166,	0	PMS2P5	none	none	-1,-1,-1,-1,
1152	NM_001382555.2	chr7	-	74320393	74331167	74322774	74329363	8	74320393,74322729,74322956,74325621,74326936,74328028,74329233,74331045,	74321876,74322834,74323200,74325707,74326995,74328247,74329816,74331167,	0	SPDYE12	cmpl	cmpl	-1,0,2,0,1,1,0,-1,
1152	NM_001145064.3	chr7	+	74422143	74445631	74422143	74438803	10	74422143,74422150,74422155,74431765,74432157,74433139,74434206,74436041,74438543,74438737,	74422149,74422154,74422230,74431959,74432290,74433263,74434317,74436124,74438638,74445631,	0	CASTOR2	cmpl	cmpl	0,0,1,1,0,1,2,2,1,0,
17	NM_148842.3	chr7	-	74441222	74489638	74442135	74489573	11	74441222,74466817,74470007,74471635,74474399,74477019,74479106,74480394,74482476,74486453,74489249,	74442183,74466903,74470181,74471723,74474581,74477104,74479158,74480461,74482605,74486583,74489638,	0	RCC1L	cmpl	cmpl	0,1,1,0,1,0,2,1,1,0,0,
1153	NM_001363447.2	chr7	-	74456290	74489638	74457139	74486508	11	74456290,74466817,74470007,74471635,74474399,74477019,74479106,74480394,74482476,74486453,74489015,	74457217,74466903,74470181,74471723,74474581,74477104,74479158,74480461,74482605,74486583,74489638,	0	RCC1L	cmpl	cmpl	0,1,1,0,1,0,2,1,1,0,-1,
1153	NM_030798.5	chr7	-	74456290	74489638	74457139	74489573	11	74456290,74466817,74470007,74471635,74474399,74477019,74479106,74480394,74482476,74486453,74489249,	74457217,74466903,74470181,74471723,74474581,74477104,74479158,74480461,74482605,74486583,74489638,	0	RCC1L	cmpl	cmpl	0,1,1,0,1,0,2,1,1,0,0,
1153	NM_001281441.2	chr7	-	74470619	74489638	74470811	74489573	9	74470619,74471635,74474399,74477019,74479106,74480394,74482476,74486453,74489249,	74470831,74471723,74474581,74477104,74479158,74480461,74482605,74486583,74489638,	0	RCC1L	cmpl	cmpl	1,0,1,0,2,1,1,0,0,
1153	NM_001368301.1	chr7	+	74508346	74528493	74524756	74528418	3	74508346,74524751,74528190,	74508556,74524855,74528493,	0	GTF2IRD2B	cmpl	cmpl	-1,0,0,
1153	NM_001003795.3	chr7	+	74508380	74565623	74524756	74565103	16	74508380,74524751,74528190,74536691,74538936,74539288,74541716,74542142,74548942,74550810,74552591,74554757,74556909,74558288,74559756,74563499,	74508556,74524855,74528329,74536811,74539120,74539317,74541771,74542186,74549020,74550867,74552657,74554835,74556993,74558472,74559785,74565623,	0	GTF2IRD2B	cmpl	cmpl	-1,0,0,1,1,2,1,2,1,1,1,1,1,1,2,1,
1153	NM_001368302.1	chr7	+	74509822	74565623	74510339	74565103	16	74509822,74524751,74528190,74536691,74538936,74539288,74541716,74542142,74548942,74550810,74552591,74554757,74556909,74558288,74559756,74563499,	74510820,74524855,74528329,74536811,74539120,74539317,74541771,74542186,74549020,74550867,74552657,74554835,74556993,74558472,74559785,74565623,	0	GTF2IRD2B	cmpl	cmpl	0,1,0,1,1,2,1,2,1,1,1,1,1,1,2,1,
144	NR_003187.3	chr7	-	74572383	74587802	74587802	74587802	11	74572383,74573055,74573671,74576463,74578130,74578701,74580928,74582341,74582606,74584437,74587675,	74572721,74573201,74573776,74576581,74578238,74578824,74580984,74582507,74582682,74584516,74587802,	0	NCF1C	none	none	-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
1154	NR_002206.3	chr7	-	74601103	74653454	74653454	74653454	24	74601103,74602941,74603795,74604933,74606257,74607765,74608617,74609623,74610377,74612334,74612695,74613669,74615370,74615840,74616840,74618257,74623675,74625096,74626246,74627797,74629124,74631471,74632868,74653039,	74602248,74603017,74603837,74604975,74606286,74607949,74608701,74609704,74610433,74612518,74612761,74613771,74615445,74615899,74617024,74618329,74623734,74625280,74626318,74627856,74629308,74631537,74632979,74653454,	0	GTF2IP1	none	none	-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
1156	NM_001382563.2	chr7	+	74909857	74918576	74910310	74916196	7	74909857,74911441,74912693,74913980,74915770,74916136,74917094,	74910440,74911660,74912752,74914066,74916014,74916241,74918576,	0	SPDYE13	cmpl	cmpl	0,1,1,0,2,0,-1,
1156	NM_001382494.2	chr7	+	74922382	74946586	74938328	74944219	10	74922382,74926542,74929997,74937875,74939461,74940713,74941999,74943793,74944159,74945117,	74922436,74926551,74930032,74938458,74939680,74940772,74942085,74944037,74944264,74946586,	0	SPDYE14	cmpl	cmpl	-1,-1,-1,0,1,1,0,2,0,-1,
1156	NM_001382495.2	chr7	+	74930647	74946586	74938328	74944219	9	74930647,74934755,74937867,74939461,74940713,74941999,74943793,74944159,74945117,	74930662,74934763,74938458,74939680,74940772,74942085,74944037,74944264,74946586,	0	SPDYE14	cmpl	cmpl	-1,-1,0,1,1,0,2,0,-1,
1156	NM_001394940.1	chr7	+	74936528	74946599	74938328	74944219	8	74936528,74937875,74939461,74940713,74941999,74943793,74944159,74945117,	74936650,74938458,74939680,74940772,74942085,74944037,74944264,74946599,	0	SPDYE14	cmpl	cmpl	-1,0,1,1,0,2,0,-1,
144	NM_001382547.2	chr7	+	74964555	74974618	74966355	74972238	8	74964555,74965902,74967484,74968736,74970023,74971812,74972178,74973136,	74964677,74966485,74967703,74968795,74970109,74972056,74972283,74974618,	0	SPDYE15	cmpl	cmpl	-1,0,1,1,0,2,0,-1,
144	NR_003614.3	chr7	-	74973158	74988251	74988251	74988251	5	74973158,74981056,74982815,74984789,74988197,	74973330,74981240,74982902,74984929,74988251,	0	PMS2P2	none	none	-1,-1,-1,-1,-1,
1157	NR_040583.2	chr7	+	74988446	74997085	74997085	74997085	10	74988446,74990340,74990643,74991241,74993901,74994523,74994832,74995220,74995592,74996017,	74988678,74990479,74990729,74991358,74994025,74994622,74994912,74995328,74995707,74997085,	0	STAG3L1	none	none	-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
1157	NR_003602.3	chr7	-	75021222	75024735	75024735	75024735	5	75021222,75022780,75023540,75024291,75024498,	75021729,75022841,75023630,75024409,75024735,	0	LOC541473	none	none	-1,-1,-1,-1,-1,
1157	NM_198924.4	chr7	+	75024902	75034888	75028217	75034491	5	75024902,75028199,75032927,75034121,75034464,	75025084,75028616,75033023,75034352,75034888,	0	TRIM73	cmpl	cmpl	-1,0,0,0,0,
1157	NR_104013.1	chr7	+	75039604	75046071	75046071	75046071	8	75039604,75039888,75040937,75042066,75044162,75044397,75044869,75045553,	75039743,75040009,75041042,75042210,75044301,75044512,75045469,75046071,	0	NSUN5P1	none	none	-1,-1,-1,-1,-1,-1,-1,-1,
1157	NR_033322.3	chr7	+	75039604	75046071	75046071	75046071	11	75039604,75039888,75040690,75040937,75042066,75044162,75044397,75044869,75045258,75045553,75045764,	75039743,75040009,75040857,75041042,75042210,75044301,75044512,75045056,75045469,75045694,75046071,	0	NSUN5P1	none	none	-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
144	NM_001099415.3	chr7	-	75046064	75115576	75048078	75070774	15	75046064,75048602,75050791,75053331,75053808,75054356,75054917,75055643,75066792,75068421,75070231,75070709,75103969,75104327,75115140,	75048176,75048725,75052486,75053508,75053911,75054478,75054991,75055735,75066964,75068502,75070393,75070925,75104148,75104454,75115576,	0	POM121C	cmpl	cmpl	1,1,1,1,0,1,2,0,2,2,2,0,-1,-1,-1,
144	NR_160303.1	chr7	-	75074341	75115576	75115576	75115576	5	75074341,75103969,75104327,75113474,75115140,	75075228,75104148,75104454,75113596,75115576,	0	POM121C	none	none	-1,-1,-1,-1,-1,
144	NR_160304.1	chr7	-	75074341	75115576	75115576	75115576	5	75074341,75103969,75104327,75113474,75115140,	75075228,75104148,75104454,75113577,75115576,	0	POM121C	none	none	-1,-1,-1,-1,-1,
1158	NM_001306141.4	chr7	+	75121597	75133640	75123367	75131261	9	75121597,75122946,75124474,75125996,75127260,75128554,75130685,75131201,75132156,	75121719,75123527,75124693,75126227,75127319,75128640,75131079,75131306,75133640,	0	SPDYE5	cmpl	cmpl	-1,0,1,1,1,0,2,0,-1,
1158	NR_028059.1	chr7	-	75137068	75157453	75157453	75157453	9	75137068,75140252,75141632,75141912,75143969,75145042,75145419,75155233,75156894,	75137189,75140436,75141745,75141999,75144109,75145153,75145546,75155292,75157453,	0	PMS2P3	none	none	-1,-1,-1,-1,-1,-1,-1,-1,-1,
144	NM_001382445.1	chr7	-	75162618	75241134	75167492	75241016	31	75162618,75168642,75171237,75172169,75173992,75174385,75176236,75177052,75178188,75182751,75183411,75183738,75184719,75185329,75186013,75186957,75187470,75189035,75190632,75191376,75192238,75192491,75197502,75203065,75210552,75211390,75216070,75221373,75221689,75228501,75240983,	75167545,75168751,75171299,75172293,75174098,75174486,75176330,75177111,75178299,75182888,75183519,75183825,75184855,75185473,75186115,75187074,75187559,75189219,75190705,75191474,75192379,75192567,75197560,75203206,75210614,75211467,75216151,75221430,75221832,75228565,75241134,	0	HIP1	cmpl	cmpl	1,0,1,0,2,0,2,0,0,1,1,1,0,0,0,0,1,0,2,0,0,2,1,1,2,0,0,0,1,0,0,
144	NM_001382444.1	chr7	-	75162618	75268560	75167492	75268386	31	75162618,75168642,75171237,75172169,75173992,75174385,75176236,75177052,75178188,75182751,75183411,75183738,75184719,75185329,75186013,75186957,75187470,75189035,75190632,75191376,75192238,75192491,75197502,75203065,75210552,75211390,75216070,75221373,75221689,75228501,75268368,	75167545,75168751,75171299,75172293,75174098,75174486,75176330,75177111,75178299,75182888,75183519,75183825,75184855,75185473,75186115,75187074,75187559,75189219,75190705,75191474,75192379,75192567,75197560,75203206,75210614,75211467,75216151,75221430,75221832,75228565,75268560,	0	HIP1	cmpl	cmpl	1,0,1,0,2,0,2,0,0,1,1,1,0,0,0,0,1,0,2,0,0,2,1,1,2,0,0,0,1,0,0,
144	NM_005338.7	chr7	-	75162618	75368259	75167492	75368238	31	75162618,75168642,75171237,75172169,75173992,75174385,75176236,75177052,75178188,75182751,75183411,75183738,75184719,75185329,75186013,75186957,75187470,75189035,75190632,75191376,75192238,75192491,75197502,75203065,75210552,75211390,75216070,75221373,75221689,75228501,75368118,	75167545,75168751,75171299,75172293,75174098,75174486,75176330,75177111,75178299,75182888,75183519,75183825,75184855,75185473,75186115,75187074,75187559,75189219,75190705,75191474,75192379,75192567,75197560,75203206,75210614,75211467,75216151,75221430,75221832,75228565,75368259,	0	HIP1	cmpl	cmpl	1,0,1,0,2,0,2,0,0,1,1,1,0,0,0,0,1,0,2,0,0,2,1,1,2,0,0,0,1,0,0,
144	NM_001243198.3	chr7	-	75162618	75368259	75167492	75368238	29	75162618,75168642,75171237,75172169,75173992,75174385,75178188,75182751,75183411,75183738,75184719,75185329,75186013,75186957,75187470,75189035,75190632,75191376,75192238,75192491,75197502,75203065,75210552,75211390,75216070,75221373,75221689,75228501,75368118,	75167545,75168751,75171299,75172293,75174098,75174486,75178299,75182888,75183519,75183825,75184855,75185473,75186115,75187074,75187559,75189219,75190705,75191474,75192379,75192567,75197560,75203206,75210614,75211467,75216151,75221430,75221832,75228565,75368259,	0	HIP1	cmpl	cmpl	1,0,1,0,2,0,0,1,1,1,0,0,0,0,1,0,2,0,0,2,1,1,2,0,0,0,1,0,0,
